Sender,Message,Timestamp,Amount,Amount_Category
Sender_426,HR update: Your interview is scheduled for Monday.,2025-01-24 10:37:52,,
Sender_949,New job opening in your preferred industry.,2025-01-27 03:37:52,,
Sender_275,Work update: Project deadline extended by a week.,2025-01-21 22:37:52,,
Sender_625,Your train ticket to Delhi is confirmed.,2025-01-05 05:37:52,,
Sender_407,Important: Property tax deadline extended.,2025-01-28 09:37:52,,
Sender_201,Secure login OTP: 654321.,2025-01-25 05:37:52,,
Sender_877,Reminder: Your health check-up is due.,2025-01-28 06:37:52,,
Sender_544,Work update: Project deadline extended by a week.,2025-01-09 01:37:52,,
Sender_724,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-12 20:37:52,,
Sender_755,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-16 12:37:52,,
Sender_767,Important: Property tax deadline extended.,2025-01-18 00:37:52,,
Sender_215,Check-in reminder: Hotel stay starts tomorrow.,2025-01-07 06:37:52,,
Sender_660,"Mom: Dinner is ready, come home soon.",2025-01-29 01:37:52,,
Sender_642,Verification code: 112233 for account activation.,2025-01-04 19:37:52,,
Sender_536,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-14 12:37:52,,
Sender_463,Important: Property tax deadline extended.,2025-01-16 00:37:52,,
Sender_298,Your reservation has been modified. Check details.,2025-01-10 01:37:52,,
Sender_986,Your bank OTP is 123456. Do not share with anyone.,2025-01-25 13:37:52,,
Sender_630,EMI overdue! Pay ₹30611 immediately to avoid penalty.,2025-01-11 02:37:52,30611.0,High Value
Sender_463,"Mom: Dinner is ready, come home soon.",2025-01-31 00:37:52,,
Sender_780,HR update: Your interview is scheduled for Monday.,2025-01-31 23:37:52,,
Sender_314,Your reservation has been modified. Check details.,2025-01-23 16:37:52,,
Sender_660,Your medicine order is ready for delivery.,2025-01-14 01:37:52,,
Sender_955,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-13 21:37:52,,
Sender_303,Exclusive flash sale for members only!,2025-01-04 04:37:52,,
Sender_579,Important: Property tax deadline extended.,2025-01-24 09:37:52,,
Sender_789,New job opening in your preferred industry.,2025-01-25 15:37:52,,
Sender_493,Salary of ₹53522 deposited successfully.,2025-01-05 04:37:52,53522.0,Very High Value
Sender_878,Important: Property tax deadline extended.,2025-01-11 14:37:52,,
Sender_136,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-29 16:37:52,,
Sender_700,New job opening in your preferred industry.,2025-01-06 11:37:52,,
Sender_185,Dental appointment booked for 5 PM tomorrow.,2025-01-28 05:37:52,,
Sender_708,Missed you at the party yesterday. Where were you?,2025-01-05 07:37:52,,
Sender_292,Hotel booking confirmed at Taj Mumbai.,2025-01-26 17:37:52,,
Sender_978,Check-in reminder: Hotel stay starts tomorrow.,2025-01-24 04:37:52,,
Sender_945,Hey buddy! Let's catch up this weekend.,2025-01-12 00:37:52,,
Sender_942,₹38248 withdrawn from ATM.,2025-01-05 13:37:52,38248.0,High Value
Sender_470,Important: Property tax deadline extended.,2025-02-02 12:37:52,,
Sender_282,Your bank OTP is 123456. Do not share with anyone.,2025-01-13 15:37:52,,
Sender_498,Your mobile number has been selected for a lottery prize!,2025-01-04 03:37:52,,
Sender_330,Congratulations! Your job application is shortlisted.,2025-01-23 23:37:52,,
Sender_633,Client meeting scheduled at 2 PM.,2025-01-25 15:37:52,,
Sender_618,HR update: Your interview is scheduled for Monday.,2025-01-11 14:37:52,,
Sender_851,Secure login OTP: 654321.,2025-01-26 20:37:52,,
Sender_656,Lab reports ready for pickup.,2025-01-29 18:37:52,,
Sender_279,Warning! Your account may be at risk. Contact support now.,2025-01-04 18:37:52,,
Sender_678,Use 778899 to reset your password.,2025-01-21 08:37:52,,
Sender_889,Suspicious login detected. Reset your password now.,2025-01-26 17:37:52,,
Sender_892,Client meeting scheduled at 2 PM.,2025-01-04 18:37:52,,
Sender_101,"You've won $1,000,000! Claim now by clicking here.",2025-02-02 05:37:52,,
Sender_488,Flash sale! Discounts up to 70%.,2025-01-22 12:37:52,,
Sender_986,Hey buddy! Let's catch up this weekend.,2025-01-23 18:37:52,,
Sender_266,Your flight has been rescheduled. Check details.,2025-01-30 14:37:52,,
Sender_621,Dad: Don't forget to pay the electricity bill.,2025-01-31 21:37:52,,
Sender_415,Your login OTP for AppXYZ is 456789.,2025-01-23 18:37:52,,
Sender_930,Your flight has been rescheduled. Check details.,2025-01-10 22:37:52,,
Sender_482,Your bank OTP is 123456. Do not share with anyone.,2025-01-08 15:37:52,,
Sender_968,Exclusive promo code: SAVE50 for your next purchase.,2025-01-26 23:37:52,,
Sender_257,Company update: Q2 performance report available.,2025-01-30 02:37:52,,
Sender_477,Check-in reminder: Hotel stay starts tomorrow.,2025-01-16 02:37:52,,
Sender_783,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-10 18:37:52,,
Sender_368,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-24 05:37:52,,
Sender_925,Work update: Project deadline extended by a week.,2025-01-29 10:37:52,,
Sender_106,Your mobile number has been selected for a lottery prize!,2025-01-21 15:37:52,,
Sender_755,Flash sale! Discounts up to 70%.,2025-02-01 11:37:52,,
Sender_314,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-04 23:37:52,,
Sender_184,Hey buddy! Let's catch up this weekend.,2025-01-28 20:37:52,,
Sender_923,Your card was used for a ₹9442 purchase.,2025-01-07 14:37:52,9442.0,Medium Value
Sender_126,Warning! Your account may be at risk. Contact support now.,2025-01-13 01:37:52,,
Sender_289,Verification code: 112233 for account activation.,2025-01-13 09:37:52,,
Sender_363,Game night at my place? Let me know!,2025-01-11 03:37:52,,
Sender_370,IRCTC update: Train timings have changed.,2025-01-09 22:37:52,,
Sender_421,Client meeting scheduled at 2 PM.,2025-01-15 16:37:52,,
Sender_160,UPI payment of ₹52422 successful.,2025-01-21 21:37:52,52422.0,Very High Value
Sender_544,Dental appointment booked for 5 PM tomorrow.,2025-01-12 15:37:52,,
Sender_966,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-15 22:37:52,,
Sender_771,Exclusive flash sale for members only!,2025-01-24 20:37:52,,
Sender_274,New update from your tax department.,2025-01-16 15:37:52,,
Sender_414,Boarding pass issued for your flight to Dubai.,2025-01-22 08:37:52,,
Sender_313,Your bank OTP is 123456. Do not share with anyone.,2025-01-18 12:37:52,,
Sender_867,Let's discuss the new client proposal over lunch.,2025-02-02 04:37:52,,
Sender_344,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-14 05:37:52,,
Sender_131,Your bank OTP is 123456. Do not share with anyone.,2025-01-16 03:37:52,,
Sender_438,Reminder: Team meeting at 10 AM tomorrow.,2025-01-26 11:37:52,,
Sender_459,Secure login OTP: 654321.,2025-01-03 18:37:52,,
Sender_547,EMI overdue! Pay ₹12701 immediately to avoid penalty.,2025-01-28 07:37:52,12701.0,High Value
Sender_789,Dad: Don't forget to pay the electricity bill.,2025-01-03 17:37:52,,
Sender_527,Your card was used for a ₹61867 purchase.,2025-01-06 10:37:52,61867.0,Very High Value
Sender_244,Your mobile number has been selected for a lottery prize!,2025-01-30 01:37:52,,
Sender_963,Lab reports ready for pickup.,2025-01-30 03:37:52,,
Sender_274,Exclusive flash sale for members only!,2025-01-12 16:37:52,,
Sender_865,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-22 01:37:52,,
Sender_712,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-09 00:37:52,,
Sender_959,Hey buddy! Let's catch up this weekend.,2025-01-18 18:37:52,,
Sender_790,Missed you at the party yesterday. Where were you?,2025-01-16 18:37:52,,
Sender_278,Client meeting scheduled at 2 PM.,2025-01-25 01:37:52,,
Sender_659,Lab reports ready for pickup.,2025-01-30 00:37:52,,
Sender_101,Dad: Don't forget to pay the electricity bill.,2025-01-06 13:37:52,,
Sender_318,EMI payment of ₹52772 is due next week.,2025-01-29 21:37:52,52772.0,Very High Value
Sender_549,MRI report uploaded. Check your email.,2025-01-03 09:37:52,,
Sender_949,Work update: Project deadline extended by a week.,2025-01-15 23:37:52,,
Sender_214,New job opening in your preferred industry.,2025-01-07 23:37:52,,
Sender_803,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-12 06:37:52,,
Sender_820,Hurry! Get 25% off on your first order.,2025-01-21 23:37:52,,
Sender_581,Train 12345 is delayed by 30 minutes.,2025-01-12 10:37:52,,
Sender_702,Flash sale! Discounts up to 70%.,2025-01-11 05:37:52,,
Sender_700,Your login OTP for AppXYZ is 456789.,2025-02-01 08:37:52,,
Sender_684,Your bank OTP is 123456. Do not share with anyone.,2025-01-03 03:37:52,,
Sender_919,Dental appointment booked for 5 PM tomorrow.,2025-01-14 03:37:52,,
Sender_208,Flash sale! Discounts up to 70%.,2025-01-16 06:37:52,,
Sender_268,"You've won $1,000,000! Claim now by clicking here.",2025-01-09 05:37:52,,
Sender_683,Use 778899 to reset your password.,2025-01-18 00:37:52,,
Sender_526,Company update: Q2 performance report available.,2025-01-03 19:37:52,,
Sender_429,Doctor's appointment confirmed for 3 PM.,2025-01-09 13:37:52,,
Sender_570,MRI report uploaded. Check your email.,2025-01-15 01:37:52,,
Sender_848,Exclusive promo code: SAVE50 for your next purchase.,2025-01-12 19:37:52,,
Sender_710,Work update: Project deadline extended by a week.,2025-01-18 11:37:52,,
Sender_743,Dental appointment booked for 5 PM tomorrow.,2025-01-18 18:37:52,,
Sender_208,Client meeting scheduled at 2 PM.,2025-01-26 23:37:52,,
Sender_535,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-04 20:37:52,,
Sender_617,Your bank OTP is 123456. Do not share with anyone.,2025-01-06 16:37:52,,
Sender_228,HR update: Your interview is scheduled for Monday.,2025-01-10 11:37:52,,
Sender_536,Flight AI-302 to Mumbai departs at 8:00 AM.,2025-01-10 11:37:52,,
Sender_802,Your cashback of ₹8322 is credited.,2025-01-31 00:37:52,8322.0,Medium Value
Sender_270,Client meeting scheduled at 2 PM.,2025-01-25 10:37:52,,
Sender_136,Hey buddy! Let's catch up this weekend.,2025-01-07 23:37:52,,
Sender_718,Flash sale! Discounts up to 70%.,2025-02-01 00:37:52,,
Sender_464,Your bank OTP is 123456. Do not share with anyone.,2025-01-08 20:37:52,,
Sender_442,Warning! Your account may be at risk. Contact support now.,2025-01-18 15:37:52,,
Sender_305,Water bill payment successful. Amount: ₹500.,2025-01-31 13:37:52,,
Sender_456,Flash sale! Discounts up to 70%.,2025-01-26 17:37:52,,
Sender_834,Check-in reminder: Hotel stay starts tomorrow.,2025-01-29 14:37:52,,
Sender_309,Missed you at the party yesterday. Where were you?,2025-01-03 02:37:52,,
Sender_985,Hurry! Get 25% off on your first order.,2025-01-08 12:37:52,,
Sender_197,Loan statement is available for ₹94610.,2025-01-04 13:37:52,94610.0,Very High Value
Sender_514,Big clearance sale! Up to 50% off.,2025-01-24 10:37:52,,
Sender_542,Congratulations! Your job application is shortlisted.,2025-01-16 14:37:52,,
Sender_874,Exclusive flash sale for members only!,2025-01-31 21:37:52,,
Sender_398,Verification code: 112233 for account activation.,2025-01-29 02:37:52,,
Sender_636,EMI payment of ₹65276 is due next week.,2025-01-12 10:37:52,65276.0,Very High Value
Sender_827,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-21 21:37:52,,
Sender_558,Your blood test results are available online.,2025-01-15 17:37:52,,
Sender_117,Your UPI transaction of ₹34740 was declined.,2025-01-27 04:37:52,34740.0,High Value
Sender_277,Claim your jackpot winnings now before the deadline!,2025-01-25 16:37:52,,
Sender_138,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-06 05:37:52,,
Sender_949,Secure login OTP: 654321.,2025-01-28 00:37:52,,
Sender_442,Your UPI transaction of ₹66492 was declined.,2025-01-13 23:37:52,66492.0,Very High Value
Sender_558,Work update: Project deadline extended by a week.,2025-01-14 19:37:52,,
Sender_106,Sister: Can you pick me up from college today?,2025-01-24 13:37:52,,
Sender_538,Your medicine order is ready for delivery.,2025-01-02 20:37:52,,
Sender_585,Check-in reminder: Hotel stay starts tomorrow.,2025-01-09 18:37:52,,
Sender_352,Secure login OTP: 654321.,2025-01-22 13:37:52,,
Sender_306,New business proposal received.,2025-01-25 19:37:52,,
Sender_644,Dental appointment booked for 5 PM tomorrow.,2025-01-02 21:37:52,,
Sender_717,New job opening in your preferred industry.,2025-01-07 12:37:52,,
Sender_639,Your mobile number has been selected for a lottery prize!,2025-01-21 19:37:52,,
Sender_996,New business proposal received.,2025-01-09 12:37:52,,
Sender_105,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-04 09:37:52,,
Sender_697,Client meeting scheduled at 2 PM.,2025-01-24 18:37:52,,
Sender_229,Hey buddy! Let's catch up this weekend.,2025-01-31 23:37:52,,
Sender_268,Missed you at the party yesterday. Where were you?,2025-01-14 09:37:52,,
Sender_829,IRCTC update: Train timings have changed.,2025-01-28 08:37:52,,
Sender_514,New business proposal received.,2025-01-09 12:37:52,,
Sender_912,EMI payment of ₹15773 is due next week.,2025-01-25 13:37:52,15773.0,High Value
Sender_312,"Special offer: Buy 2, Get 1 Free.",2025-01-27 21:37:52,,
Sender_442,Festive offer: Flat 30% discount on all items.,2025-01-12 13:37:52,,
Sender_150,Game night at my place? Let me know!,2025-01-17 13:37:52,,
Sender_340,Use code WELCOME10 for ₹100 off.,2025-01-14 07:37:52,,
Sender_756,New job opening in your preferred industry.,2025-01-20 21:37:52,,
Sender_249,IRCTC update: Train timings have changed.,2025-01-16 14:37:52,,
Sender_533,Seasonal sale is live! Don't miss out.,2025-01-29 18:37:52,,
Sender_239,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-22 16:37:52,,
Sender_453,Missed you at the party yesterday. Where were you?,2025-01-11 06:37:52,,
Sender_637,New job opening in your preferred industry.,2025-01-11 17:37:52,,
Sender_245,Your reservation has been modified. Check details.,2025-01-30 19:37:52,,
Sender_920,Warning! Your account may be at risk. Contact support now.,2025-01-30 20:37:52,,
Sender_810,Boarding pass issued for your flight to Dubai.,2025-01-21 18:37:52,,
Sender_700,Your blood test results are available online.,2025-01-18 00:37:52,,
Sender_505,Your monthly EMI of ₹41270 has been deducted.,2025-01-21 17:37:52,41270.0,High Value
Sender_396,Congratulations! Your job application is shortlisted.,2025-01-21 14:37:52,,
Sender_603,Big clearance sale! Up to 50% off.,2025-01-14 01:37:52,,
Sender_200,Boarding pass issued for your flight to Dubai.,2025-01-16 01:37:52,,
Sender_635,₹58833 withdrawn from ATM.,2025-02-02 02:37:52,58833.0,Very High Value
Sender_445,IRCTC update: Train timings have changed.,2025-01-18 15:37:52,,
Sender_948,Let's discuss the new client proposal over lunch.,2025-01-06 10:37:52,,
Sender_434,Seasonal sale is live! Don't miss out.,2025-01-28 06:37:52,,
Sender_179,Big clearance sale! Up to 50% off.,2025-01-04 00:37:52,,
Sender_472,Your UPI transaction of ₹4430 was declined.,2025-01-03 10:37:52,4430.0,Medium Value
Sender_498,Your electricity bill of ₹1200 is due on 10th.,2025-01-24 12:37:52,,
Sender_576,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-20 21:37:52,,
Sender_533,Let's discuss the new client proposal over lunch.,2025-01-27 21:37:52,,
Sender_693,Claim your jackpot winnings now before the deadline!,2025-01-16 22:37:52,,
Sender_956,Your blood test results are available online.,2025-01-26 02:37:52,,
Sender_546,₹6958 has been credited to your account.,2025-01-16 22:37:52,6958.0,Medium Value
Sender_359,Use code WELCOME10 for ₹100 off.,2025-01-13 19:37:52,,
Sender_189,Your loan application for ₹37269 has been approved.,2025-01-20 10:37:52,37269.0,High Value
Sender_169,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-03 03:37:52,,
Sender_249,Hey buddy! Let's catch up this weekend.,2025-01-05 23:37:52,,
Sender_347,Your login OTP for AppXYZ is 456789.,2025-01-11 14:37:52,,
Sender_115,New update from your tax department.,2025-01-17 08:37:52,,
Sender_693,Train 12345 is delayed by 30 minutes.,2025-01-25 10:37:52,,
Sender_499,Lab reports ready for pickup.,2025-01-10 22:37:52,,
Sender_819,Hurry! Get 25% off on your first order.,2025-01-28 10:37:52,,
Sender_853,Limited-time sale! Buy 1 Get 1 Free on electronics.,2025-01-24 17:37:52,,
Sender_885,Suspicious login detected. Reset your password now.,2025-01-27 18:37:52,,
Sender_171,New business proposal received.,2025-01-25 20:37:52,,
Sender_213,Claim your jackpot winnings now before the deadline!,2025-01-15 14:37:52,,
Sender_671,Company update: Q2 performance report available.,2025-01-31 11:37:52,,
Sender_410,Check-in reminder: Hotel stay starts tomorrow.,2025-01-08 15:37:52,,
Sender_922,Seasonal sale is live! Don't miss out.,2025-01-21 06:37:52,,
Sender_596,HR update: Your interview is scheduled for Monday.,2025-01-04 03:37:52,,
Sender_288,Your UPI transaction of ₹41491 was declined.,2025-01-20 03:37:52,41491.0,High Value
Sender_473,Client meeting scheduled at 2 PM.,2025-01-09 01:37:52,,
Sender_743,Your train ticket to Delhi is confirmed.,2025-01-15 09:37:52,,
Sender_476,Suspicious login detected. Reset your password now.,2025-01-16 17:37:52,,
Sender_198,"Mom: Dinner is ready, come home soon.",2025-01-25 18:37:52,,
Sender_435,New business proposal received.,2025-01-27 12:37:52,,
Sender_531,Seasonal sale is live! Don't miss out.,2025-01-05 21:37:52,,
Sender_338,IRCTC update: Train timings have changed.,2025-01-27 02:37:52,,
Sender_417,Client meeting scheduled at 2 PM.,2025-01-11 18:37:52,,
Sender_202,HR update: Your interview is scheduled for Monday.,2025-01-10 07:37:52,,
Sender_310,Salary of ₹52764 deposited successfully.,2025-01-08 07:37:52,52764.0,Very High Value
Sender_854,Congratulations! Your job application is shortlisted.,2025-01-03 15:37:52,,
Sender_267,Check-in reminder: Hotel stay starts tomorrow.,2025-01-25 07:37:52,,
Sender_604,Important: Property tax deadline extended.,2025-01-26 08:37:52,,
Sender_198,Big clearance sale! Up to 50% off.,2025-01-13 09:37:52,,
Sender_362,Received ₹3886 via UPI transfer.,2025-01-08 01:37:52,3886.0,Medium Value
Sender_214,Next EMI due on 15th for ₹70503.,2025-01-27 23:37:52,70503.0,Very High Value
Sender_455,Verification code: 112233 for account activation.,2025-01-28 10:37:52,,
Sender_672,Verification code: 112233 for account activation.,2025-01-23 13:37:52,,
Sender_856,Lab reports ready for pickup.,2025-01-13 19:37:52,,
Sender_387,"Mom: Dinner is ready, come home soon.",2025-01-31 23:37:52,,
Sender_658,Secure login OTP: 654321.,2025-01-11 15:37:52,,
Sender_941,New update from your tax department.,2025-01-22 03:37:52,,
Sender_828,HR update: Your interview is scheduled for Monday.,2025-01-25 21:37:52,,
Sender_250,Reminder: Your health check-up is due.,2025-01-20 04:37:52,,
Sender_919,Lab reports ready for pickup.,2025-01-07 12:37:52,,
Sender_498,Prescription refill reminder: Check your stock.,2025-01-15 03:37:52,,
Sender_266,Gas bill alert: Pay ₹750 before the due date.,2025-01-21 14:37:52,,
Sender_989,Doctor's appointment confirmed for 3 PM.,2025-01-16 23:37:52,,
Sender_608,Your electricity bill of ₹1200 is due on 10th.,2025-01-17 17:37:52,,
Sender_109,Check-in reminder: Hotel stay starts tomorrow.,2025-01-16 22:37:52,,
Sender_582,Congratulations! Your job application is shortlisted.,2025-01-12 08:37:52,,
Sender_949,"Mom: Dinner is ready, come home soon.",2025-01-06 05:37:52,,
Sender_668,Your bank OTP is 123456. Do not share with anyone.,2025-01-19 03:37:52,,
Sender_786,"Special offer: Buy 2, Get 1 Free.",2025-01-25 20:37:52,,
Sender_577,MRI report uploaded. Check your email.,2025-01-14 23:37:52,,
Sender_838,Festive offer: Flat 30% discount on all items.,2025-01-03 18:37:52,,
Sender_498,Prescription refill reminder: Check your stock.,2025-01-18 14:37:52,,
Sender_102,Your train ticket to Delhi is confirmed.,2025-01-16 16:37:52,,
Sender_205,Your blood test results are available online.,2025-01-26 01:37:52,,
Sender_547,Use 778899 to reset your password.,2025-01-12 15:37:52,,
Sender_677,HR update: Your interview is scheduled for Monday.,2025-01-14 13:37:52,,
Sender_391,IRCTC update: Train timings have changed.,2025-01-11 16:37:52,,
Sender_740,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-04 06:37:52,,
Sender_140,Game night at my place? Let me know!,2025-02-02 00:37:52,,
Sender_558,Your train ticket to Delhi is confirmed.,2025-01-13 01:37:52,,
Sender_406,Your monthly EMI of ₹98121 has been deducted.,2025-01-27 05:37:52,98121.0,Very High Value
Sender_650,Your UPI transaction of ₹54937 was declined.,2025-01-25 17:37:52,54937.0,Very High Value
Sender_950,New job opening in your preferred industry.,2025-01-09 02:37:52,,
Sender_654,Claim your jackpot winnings now before the deadline!,2025-01-19 20:37:52,,
Sender_838,Your cashback of ₹86660 is credited.,2025-01-15 13:37:52,86660.0,Very High Value
Sender_485,Claim your jackpot winnings now before the deadline!,2025-01-06 03:37:52,,
Sender_393,Reminder: Your health check-up is due.,2025-01-05 10:37:52,,
Sender_137,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-28 00:37:52,,
Sender_722,Boarding pass issued for your flight to Dubai.,2025-01-22 23:37:52,,
Sender_240,Important: Property tax deadline extended.,2025-01-16 02:37:52,,
Sender_621,Exclusive flash sale for members only!,2025-01-23 07:37:52,,
Sender_361,Let's discuss the new client proposal over lunch.,2025-01-03 09:37:52,,
Sender_756,"You've won $1,000,000! Claim now by clicking here.",2025-01-17 15:37:52,,
Sender_298,Verification code: 112233 for account activation.,2025-02-02 02:37:52,,
Sender_730,Secure login OTP: 654321.,2025-01-03 00:37:52,,
Sender_607,Exclusive promo code: SAVE50 for your next purchase.,2025-02-01 06:37:52,,
Sender_631,"Mom: Dinner is ready, come home soon.",2025-01-08 08:37:52,,
Sender_392,₹87239 debited from your account.,2025-01-08 05:37:52,87239.0,Very High Value
Sender_525,IRCTC update: Train timings have changed.,2025-01-19 07:37:52,,
Sender_989,Your bank OTP is 123456. Do not share with anyone.,2025-02-01 22:37:52,,
Sender_723,Doctor's appointment confirmed for 3 PM.,2025-01-31 07:37:52,,
Sender_921,Lab reports ready for pickup.,2025-01-08 00:37:52,,
Sender_160,Game night at my place? Let me know!,2025-01-29 08:37:52,,
Sender_127,₹82627 withdrawn from ATM.,2025-01-31 13:37:52,82627.0,Very High Value
Sender_186,"Special offer: Buy 2, Get 1 Free.",2025-01-13 21:37:52,,
Sender_779,HR update: Your interview is scheduled for Monday.,2025-01-11 18:37:52,,
Sender_773,Salary of ₹99427 deposited successfully.,2025-01-13 19:37:52,99427.0,Very High Value
Sender_594,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-21 10:37:52,,
Sender_484,Prescription refill reminder: Check your stock.,2025-01-17 15:37:52,,
Sender_147,Sister: Can you pick me up from college today?,2025-01-30 13:37:52,,
Sender_498,Your reservation has been modified. Check details.,2025-01-10 23:37:52,,
Sender_539,Special offer! Get 50% off on all products.,2025-01-03 20:37:52,,
Sender_186,Your UPI transaction of ₹46605 was declined.,2025-01-25 23:37:52,46605.0,High Value
Sender_818,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-24 20:37:52,,
Sender_348,Work update: Project deadline extended by a week.,2025-01-04 18:37:52,,
Sender_485,Secure login OTP: 654321.,2025-01-14 23:37:52,,
Sender_707,Your mobile number has been selected for a lottery prize!,2025-01-03 10:37:52,,
Sender_785,Secure login OTP: 654321.,2025-01-07 05:37:52,,
Sender_873,New business proposal received.,2025-01-17 03:37:52,,
Sender_225,Pharmacy alert: New medicines available.,2025-01-16 07:37:52,,
Sender_949,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-08 06:37:52,,
Sender_879,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-05 08:37:52,,
Sender_386,Your login OTP for AppXYZ is 456789.,2025-01-18 08:37:52,,
Sender_364,New business proposal received.,2025-01-07 12:37:52,,
Sender_313,Special offer! Get 50% off on all products.,2025-01-27 06:37:52,,
Sender_962,MRI report uploaded. Check your email.,2025-01-05 11:37:52,,
Sender_956,Hurry! Get 25% off on your first order.,2025-01-31 17:37:52,,
Sender_340,"Congratulations! You are the lucky winner of ₹10,000 cash prize!",2025-01-30 18:37:52,,
Sender_521,Check-in reminder: Hotel stay starts tomorrow.,2025-01-06 08:37:52,,
Sender_960,Congratulations! Your job application is shortlisted.,2025-01-20 07:37:52,,
Sender_374,Reminder: Your Aadhaar update appointment is tomorrow.,2025-01-15 14:37:52,,
Sender_446,Special offer! Get 50% off on all products.,2025-01-07 21:37:52,,
Sender_804,"Special offer: Buy 2, Get 1 Free.",2025-01-31 22:37:52,,
Sender_584,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-30 22:37:52,,
Sender_807,Client meeting scheduled at 2 PM.,2025-01-24 14:37:52,,
Sender_753,Check-in reminder: Hotel stay starts tomorrow.,2025-01-05 09:37:52,,
Sender_698,Hotel booking confirmed at Taj Mumbai.,2025-01-03 20:37:52,,
Sender_129,"You've won $1,000,000! Claim now by clicking here.",2025-02-02 16:37:52,,
Sender_842,Exclusive flash sale for members only!,2025-01-03 14:37:52,,
Sender_592,Your login OTP for AppXYZ is 456789.,2025-01-24 12:37:52,,
Sender_925,New update from your tax department.,2025-01-07 23:37:52,,
Sender_296,Your bank OTP is 123456. Do not share with anyone.,2025-01-15 23:37:52,,
Sender_210,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-22 18:37:52,,
Sender_515,Work update: Project deadline extended by a week.,2025-01-12 20:37:52,,
Sender_584,Transaction OTP: 987654. Valid for 5 minutes.,2025-01-31 12:37:52,,
Sender_737,Exclusive flash sale for members only!,2025-01-05 01:37:52,,
Sender_618,Company update: Q2 performance report available.,2025-01-25 23:37:52,,
Sender_765,Big clearance sale! Up to 50% off.,2025-01-06 13:37:52,,
Sender_322,Your medicine order is ready for delivery.,2025-01-07 11:37:52,,
Sender_321,Secure login OTP: 654321.,2025-01-16 14:37:52,,
Sender_260,Your bank OTP is 123456. Do not share with anyone.,2025-01-27 04:37:52,,
Sender_176,Prescription refill reminder: Check your stock.,2025-01-16 22:37:52,,
Sender_804,Your reservation has been modified. Check details.,2025-01-16 02:37:52,,
Sender_158,Reminder: Your Aadhaar update appointment is tomorrow.,2025-02-01 04:37:52,,
Sender_317,Your cashback of ₹37959 is credited.,2025-01-04 03:37:52,37959.0,High Value
Sender_637,Work update: Project deadline extended by a week.,2025-01-07 18:37:52,,
Sender_285,New update from your tax department.,2025-01-24 00:37:52,,
Sender_517,Congratulations! Your job application is shortlisted.,2025-01-03 20:37:52,,
Sender_694,New update from your tax department.,2025-01-27 15:37:52,,
Sender_123,Hey buddy! Let's catch up this weekend.,2025-01-14 18:37:52,,
Sender_803,Check-in reminder: Hotel stay starts tomorrow.,2025-01-08 22:37:52,,
Sender_852,Received ₹95927 via UPI transfer.,2025-01-14 17:37:52,95927.0,Very High Value
Sender_101,Your train ticket to Delhi is confirmed.,2025-01-26 12:37:52,,
Sender_823,Missed you at the party yesterday. Where were you?,2025-01-30 03:37:52,,
Sender_938,Use code WELCOME10 for ₹100 off.,2025-02-01 03:37:52,,
Sender_533,Secure login OTP: 654321.,2025-01-04 21:37:52,,
Sender_957,Prescription refill reminder: Check your stock.,2025-01-18 07:37:52,,
Sender_893,Gas bill alert: Pay ₹750 before the due date.,2025-01-05 03:37:52,,
Sender_291,Your electricity bill of ₹1200 is due on 10th.,2025-01-28 05:37:52,,
Sender_360,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-28 06:37:52,,
Sender_520,Salary of ₹87502 deposited successfully.,2025-01-15 23:37:52,87502.0,Very High Value
Sender_439,Special offer! Get 50% off on all products.,2025-01-30 18:37:52,,
Sender_279,Limited-time deal: Extra ₹500 cashback on purchases.,2025-01-08 07:37:52,,
